,station_name,station_id,station_longitude,station_latitude,station_altitude,date,temperature_max,temperature_min,temperature_mean,precipitation
0,ABADAN,40831.0,48.2147222222222,30.3772222222222,6.6,2000-01-01 00:00:00,21.4,7.4,13.5,0.0
8229,ABADCHI-FARIDAN,19264.0,50.6831,32.7167,2100.0,2014-10-14 00:00:00,,,,
8231,ABADEH,40818.0,52.61638889,31.19833333,2030.0,2000-01-01 00:00:00,14.4,-7.0,3.6,0.0
16460,ABADE TASHK,19689.0,53.72,29.8,1601.0,2000-06-01 00:00:00,37.0,15.0,26.0,
24060,ABALI,40755.0,51.88333333,35.75,2465.0,2000-01-01 00:00:00,10.2,2.0,7.0,0.0
32289,ABARDEJ,18854.0,51.7994,35.2167,900.0,2000-01-01 00:00:00,20.0,0.3,10.15,
33535,ABARKOH,19545.0,53.2831,31.1331,1506.0,2000-01-01 00:00:00,16.5,-1.2,7.65,
34270,ABARKUH,99539.0,53.22722222,31.12,1523.8,2003-01-01 00:00:00,8.2,1.0,4.8,1.5
41403,ABBAR,18297.0,48.9667,36.9331,728.0,2000-01-01 00:00:00,18.5,6.0,12.25,
42320,ABBAR,99298.0,48.9408,36.9339,624.7,2003-01-01 00:00:00,12.2,4.0,8.5,0.0
49453,ABDANAN,99488.0,47.4225,32.99611111,920.0,2009-09-01 00:00:00,36.0,23.6,32.1,0.0
54150,ABHAR,18541.0,49.22,36.18,1552.0,2019-05-06 00:00:00,25.5,,18.9,
55292,ABKHIZDARI-ZAYANDEHROUD,19281.0,50.72,32.67,2100.0,2000-01-01 00:00:00,14.0,-7.0,3.5,
63090,ABPAKHSH,19749.0,51.03,29.22,46.0,2000-08-01 00:00:00,49.5,26.5,38.0,
68697,ABRAHIMABAD MEHRIZ,19452.0,54.3333,31.65,1630.0,2000-01-01 00:00:00,16.0,-3.2,6.4,
73474,ABUMUSA ISLAND,40890.0,55.01333333,25.87416667,6.6,2000-01-01 00:00:00,25.6,17.2,23.0,0.0
81703,ABYANEH,19136.0,51.58,33.57,2234.0,2000-01-01 00:00:00,14.0,1.0,7.5,
89660,ABYEK,99368.0,50.53833333,36.01944444,1226.0,2013-10-08 00:00:00,,,21.0,
92705,ADL DEZAK,19391.0,50.95,32.08,2054.0,2000-01-01 00:00:00,14.0,-8.8,2.6,
100750,AFRACHAL,18516.0,53.25,36.2333,723.0,2000-01-01 00:00:00,14.5,1.0,7.75,
105350,AGHAJARI,99538.0,49.82805556,30.69666667,143.0,2011-01-01 00:00:00,20.0,15.2,16.8,0.9
109561,AGHGHALEH,18280.0,54.4331,37.0167,-10.0,2021-06-19 00:00:00,37.6,27.3,32.45,
109950,AGHTOGHEH,18082.0,55.72,37.9,250.0,2011-01-01 00:00:00,15.0,1.0,8.0,
114006,AHAR,40704.0,47.06666667,38.43333333,1391.0,2000-01-01 00:00:00,17.4,0.0,10.3,0.0
122235,AHMAD ABAD,18694.0,56.6,35.77,980.0,2000-01-01 00:00:00,15.5,1.5,8.5,
130162,AHRAM,19865.0,51.27,28.88,57.0,2022-06-23 00:00:00,,,,
130182,AHVAZ,40811.0,48.7442,31.3442,22.5,2000-01-01 00:00:00,23.0,7.2,14.2,0.0
138411,AHVAZ (AGRICULTURAL),99535.0,48.55,31.25,12.0,2005-01-01 00:00:00,18.8,5.0,11.2,0.0
144813,AJABSHIR,99236.0,45.85,37.5,1311.0,2013-02-26 00:00:00,11.6,,9.9,
148237,ALASHT,99361.0,52.8425,36.0719,1805.0,2003-01-01 00:00:00,8.2,1.0,4.4,0.0
155370,ALASHTAR,40776.0,48.24527778,33.82472222,1567.1,2000-01-01 00:00:00,20.2,-6.8,8.1,0.0
163599,ALAVIJEH,19199.0,50.17,33.17,1680.0,2004-01-01 00:00:00,5.5,-3.0,1.25,
170107,ALI ABADE KAMIN,19653.0,53.15,30.02,1892.0,2000-01-01 00:00:00,15.5,-4.6,5.45,
177126,ALIABAD-E-KATUL,99300.0,54.88333333,36.9,184.0,2007-01-01 00:00:00,5.6,1.0,2.8,18.6
182798,ALIABADE PISHKOOH,19449.0,53.8333,31.65,2372.0,2005-01-01 00:00:00,10.0,-3.0,3.5,
185660,ALIABAD ZAREIN,19262.0,58.9,32.19,1239.0,2018-06-21 00:00:00,40.0,,33.8,
187063,ALIGUDARZ,40783.0,49.7025,33.4081,2022.1,2000-01-01 00:00:00,15.6,-0.6,6.2,0.0
195292,AMANABAD,19060.0,49.9283,34.0047,1728.0,2022-06-13 00:00:00,,,,
195322,AMIN ABAD,18761.0,51.66,35.57,1046.0,2000-01-01 00:00:00,17.5,3.0,10.25,
202055,AMIRIEH,18577.0,54.2,36.08,1170.0,2008-04-01 00:00:00,25.0,8.0,16.5,
207052,AMIR KABIR,19548.0,48.3,31.1,7.0,2000-05-01 00:00:00,36.0,24.0,30.0,
212517,AMLASH,18261.0,50.17,37.1,40.0,2019-07-08 00:00:00,,,26.8,
213590,AMOL,99309.0,52.38333333,36.46666667,23.7,2001-01-01 00:00:00,19.6,1.0,13.3,0.0
221453,ANAR,40839.0,55.25,30.88333333,1409.0,2000-01-01 00:00:00,16.0,-5.0,8.1,0.0
229631,ANBARABAD,19863.0,57.85,28.48,610.0,2018-09-23 00:00:00,,,29.4,
230959,AQDA,40804.0,53.64166667,32.445,1150.0,2003-01-01 00:00:00,14.6,4.4,9.4,0.0
238092,ARADAN,18822.0,52.42,35.25,964.0,2000-01-01 00:00:00,10.0,0.4,5.2,
244540,ARAK,40769.0,49.78333333,34.07194444,1702.8,2000-01-01 00:00:00,14.4,-3.0,4.0,0.0
252769,ARAK (AIRPORT),88132.0,49.83944444,34.13277778,1661.9,2022-06-23 00:00:00,,,,
252789,ARAN BIDGOL,19048.0,51.47,34.03,934.0,2007-01-01 00:00:00,3.0,-7.0,-2.0,
258425,ARAN SHAR (SEDEH),19178.0,59.23,33.66,1600.0,2000-01-01 00:00:00,18.5,-4.0,7.25,
265935,ARASK,19120.0,57.37,33.71,1137.0,2001-01-01 00:00:00,11.0,0.0,5.5,
273654,ARDAKAN,19352.0,54.03,32.29,1048.0,2000-01-01 00:00:00,17.0,-5.0,6.0,
281333,ARDAL,99518.0,50.65861111,32.005,1873.0,2009-04-01 00:00:00,8.2,1.6,5.2,0.2
286184,ARDEBIL,40708.0,48.32861111,38.21805556,1314.3,2000-01-01 00:00:00,17.8,-3.0,11.9,0.0
294413,ARDEBIL (AIRPORT),88107.0,48.41583333,38.33055556,1335.2,2004-01-01 00:00:00,5.0,-9.0,-0.6,0.0
301181,ARDESTAN,40799.0,52.37555556,33.35555556,1255.5,2000-01-01 00:00:00,16.2,4.4,11.0,0.0
309410,ARMAGHANKHANEH,18282.0,48.37,36.97,1946.0,2021-10-28 00:00:00,14.1,0.2,7.15,
309645,ARSANJAN,99579.0,53.28333333,29.93333333,1676.0,2006-10-01 00:00:00,29.0,13.0,23.3,0.0
315409,ARSANJHON,19673.0,53.3167,29.9167,1690.0,2000-01-01 00:00:00,15.0,2.0,8.5,
317751,ASAD ABAAD,18742.0,59.35,35.65,1770.0,2000-01-01 00:00:00,13.5,-1.2,6.15,
325836,ASADABAD,99422.0,48.11666667,34.76666667,1552.0,2006-02-25 00:00:00,,,30.6,
329704,ASADABAD-BIRJAND,19240.0,60.0167,32.9167,1500.0,2000-01-01 00:00:00,18.0,0.5,9.25,
334516,ASALUYEH (AIRPORT),88188.0,52.61638889,27.48472222,7.0,2000-10-01 00:00:00,37.2,24.8,32.2,0.0
340191,ASARA,18590.0,51.19,36.04,1864.0,2019-03-11 00:00:00,10.9,,5.2,0.0
341376,ASBE VOONI,18131.0,48.77,37.62,1450.0,2000-01-01 00:00:00,17.5,3.2,10.35,
348193,ASHKZAR,19408.0,54.19,31.01,1165.0,2000-01-01 00:00:00,18.0,-1.5,8.25,
356287,ASHTIYAN,99410.0,50.012463,34.518575,2097.0,2010-10-01 00:00:00,25.2,14.8,21.0,0.0
360590,ASTANE ASHRAFIYE,18221.0,49.93,37.29,-20.0,2019-05-11 00:00:00,24.5,,20.6,
361732,ASTARA,40709.0,48.85472222,38.365,-21.1,2000-01-01 00:00:00,12.4,4.0,9.1,0.0
369961,AVAJ,99310.0,49.2167,35.5667,2034.9,2000-01-01 00:00:00,15.0,-0.8,8.4,0.0
378188,AVERGAN,19424.0,50.95,31.9,2410.0,2008-01-01 00:00:00,5.0,-1.4,1.8,
383320,AVIHANG,18840.0,46.68,35.25,1630.0,2000-03-01 00:00:00,12.6,-5.0,3.8,
390499,AZARSHAHR,18113.0,45.9833,37.75,1367.0,2020-05-20 00:00:00,27.7,25.1,26.4,
391260,AZBERAM,18253.0,49.92,37.14,50.0,2000-01-01 00:00:00,12.4,7.0,9.7,
398994,AZNA,99445.0,49.40805556,33.44722222,1871.8,2000-06-01 00:00:00,29.6,7.8,23.2,0.0
407069,BAAR,18439.0,58.7,36.48,1520.0,2000-01-01 00:00:00,17.5,2.5,10.0,
415091,BABARASHANI,18728.0,47.79,35.68,1662.0,2004-02-01 00:00:00,0.0,-11.5,-5.75,
418924,BABOLKENAR,18420.0,52.72,36.35,91.0,2000-01-01 00:00:00,14.0,8.8,11.4,
426989,BABOLSAR,40736.0,52.65305556,36.72,-21.0,2000-01-01 00:00:00,12.6,11.0,11.5,0.0
435218,BADIJAN,19211.0,50.33,33.08,2300.0,2000-01-01 00:00:00,13.5,-8.0,2.75,
442740,BADRABAD (LORESTAN),99475.0,48.27944444,33.43388889,1154.8,2002-01-01 00:00:00,12.8,5.6,9.8,
445529,BADREH,19184.0,47.03,33.31,1064.0,2018-08-08 00:00:00,,,28.0,
446940,BAFQ,40820.0,55.42083333,31.62888889,991.3,2000-01-01 00:00:00,18.8,-0.2,11.0,0.0
455138,BAFT,40853.0,56.58333333,29.23333333,2280.0,2000-01-01 00:00:00,14.2,-2.0,5.7,0.0
463367,BAGHESTAN,18758.0,56.78,35.6,1242.0,2000-01-01 00:00:00,15.5,4.0,9.75,
469852,BAGH KOSAR,18581.0,50.38,36.07,1365.0,2000-01-01 00:00:00,17.0,2.0,9.5,
476785,BAGHMALEK,19478.0,49.88,31.53,710.0,2000-01-01 00:00:00,25.0,7.0,16.0,
482505,BAHABAD,19428.0,56.0167,31.8667,1403.0,2000-01-01 00:00:00,16.5,-2.2,7.15,
485667,BAHABAD,99522.0,56.04611111,31.84111111,1436.0,2009-01-01 00:00:00,21.5,11.4,17.2,0.0
490608,BAHADORAN,19518.0,54.92,31.32,1460.0,2000-01-01 00:00:00,16.5,-5.5,5.5,
498581,BAHAR,18895.0,48.45,34.9,1743.0,2018-05-28 00:00:00,,7.9,12.9,
500012,BAHARESTAN,18744.0,47.1,35.63,2070.0,2000-01-01 00:00:00,13.0,-1.2,5.9,
507057,BAHOOKALAT,19996.0,61.42,25.7,120.0,2000-01-01 00:00:00,27.0,10.0,18.5,
514844,BAJESTAN,18966.0,58.1831,34.5167,1260.0,2000-01-01 00:00:00,17.0,3.0,10.0,
518862,BAJESTAN,99436.0,58.1592,34.5,1293.0,2015-12-23 00:00:00,9.3,,3.8,
521184,BAJGAH,19686.0,52.59,29.73,1791.0,2000-01-01 00:00:00,15.5,-7.0,4.25,
528882,BAKHEZR,18890.0,60.52,35.0,1281.0,2018-07-03 00:00:00,,,31.1,
530306,BALADEH,99357.0,51.8,36.2,2120.0,2006-03-01 00:00:00,14.0,-1.0,7.1,0.0
536284,BALAN,19243.0,52.73,32.85,2110.0,2000-01-01 00:00:00,-1.5,-7.5,-4.5,
544301,BAM,40854.0,58.35,29.1,1067.0,2000-01-01 00:00:00,20.0,7.0,12.6,0.0
552529,BAM (AIRPORT),88179.0,58.45194444,29.07861111,940.0,2022-06-23 00:00:00,,,,
552549,BAMPOOR,19947.0,60.45,27.2,515.0,2000-01-01 00:00:00,25.0,3.6,14.3,
560374,BANDAN,19516.0,60.73,31.38,726.0,2020-10-31 00:00:00,29.8,9.6,19.7,
560852,BANDARABBAS,40875.0,56.3728,27.2142,9.8,2000-01-01 00:00:00,30.5,12.0,19.9,0.0
569081,BANDAR-E-AMIRABAD,99306.0,53.38638889,36.85611111,-20.0,2005-01-01 00:00:00,13.4,7.4,10.1,0.0
575483,BANDAR-E-ANZALI,40718.0,49.4575,37.47972222,-23.6,2000-01-01 00:00:00,12.8,9.6,11.1,0.0
583712,BANDAR-E-DAYYER,40872.0,51.93333333,27.83333333,4.0,2000-01-01 00:00:00,25.0,10.6,18.7,0.0
591911,BANDAR-E-DEYLAM,40846.0,50.16666667,30.05027778,3.0,2001-12-01 00:00:00,25.4,19.6,21.8,1.8
599409,BANDAR-E-GAZ,99304.0,53.95,36.76666667,-14.0,2013-01-01 00:00:00,12.4,-1.0,6.5,9.8
602889,BANDAR-E-GENAVEH,99594.0,50.5081,29.5592,4.3,2017-04-10 00:00:00,39.4,,30.4,0.0
604809,BANDAR-E-KHAMIR,99674.0,55.57083333,26.95166667,27.0,2011-02-01 00:00:00,26.8,,18.5,0.3
608989,BANDAR-E-LENGEH,40883.0,54.82833333,26.52833333,22.7,2000-01-01 00:00:00,26.0,15.0,21.9,0.0
617218,BANDAR-E-LENGEH (COASTAL),99688.0,54.89722222,26.56527778,6.4,2004-01-01 00:00:00,22.2,17.8,20.4,0.0
618861,BANDAR-E-MAHSHAHR,40832.0,49.15916667,30.54555556,6.2,2000-01-01 00:00:00,22.0,6.0,13.4,0.0
627090,BANDAR-E-SIRIK,99686.0,57.08333333,26.5,2.0,2022-06-23 00:00:00,,,,
627110,BANDAR-E-TORKAMAN,99242.0,54.06666667,36.9,0.0,2007-07-01 00:00:00,29.6,25.2,28.3,0.0
632601,BANDAR TORKAMAN,18313.0,54.0497,36.8831,-20.0,2000-01-01 00:00:00,12.5,9.2,10.85,
635128,BAND PAY SHAYADEH,18488.0,52.553,36.317,213.0,2022-02-27 00:00:00,18.4,10.2,14.3,
635264,BANEH,99280.0,45.89555556,36.00666667,1600.0,2000-01-01 00:00:00,17.8,4.8,11.9,0.0
643493,BARDESKAN,99356.0,57.96666667,35.26666667,985.0,2012-01-01 00:00:00,12.0,,9.0,
647336,BARDIS,19668.0,56.57,29.95,2050.0,2000-01-01 00:00:00,10.0,-5.6,2.2,
649872,BARDSIR,99576.0,56.57,29.94,2050.0,2019-09-30 00:00:00,31.0,,24.5,
650860,BAREKAT,18622.0,50.855556,35.919444,1455.0,2020-11-21 00:00:00,5.6,4.1,4.85,
651456,BARI,18087.0,45.22,37.03,1347.0,2007-01-01 00:00:00,-5.0,-7.0,-6.0,
653742,BARKHAN SOU,19183.0,51.68,32.7,2102.0,2013-01-01 00:00:00,5.6,-4.2,0.7,
655897,BAROOTAGHACHI,18407.0,48.3333,36.5667,2010.0,2000-01-01 00:00:00,11.0,1.6,6.3,
658268,BARZOK,19100.0,51.22,33.8,2200.0,2009-01-01 00:00:00,8.8,3.0,5.9,
660945,BASH GHESHLAGH,18589.0,48.08,36.04,1580.0,2019-11-10 00:00:00,16.3,,7.4,
661809,BASTAK,99666.0,54.35,27.21666667,382.0,2012-03-04 00:00:00,26.0,,18.8,
665589,BASTAM,18437.0,55.0,36.48,1366.0,2000-01-01 00:00:00,14.0,-4.0,5.0,
673295,BAVANAT,99561.0,53.60944444,30.47583333,2232.0,2004-01-01 00:00:00,11.6,-6.0,5.1,0.0
680063,BAYAZEH,19176.0,55.0989,33.3374,916.0,2000-01-01 00:00:00,20.5,3.5,12.0,
688050,BAZMAN,99649.0,60.183,27.85,957.0,2016-11-27 00:00:00,19.8,6.1,12.2,0.0
689612,BEHBAHAN,40834.0,50.21722222,30.60555556,313.0,2000-01-01 00:00:00,26.0,4.0,13.4,0.0
697841,BEHREGAN,88172.0,50.27166667,29.83805556,1432.0,2020-10-31 00:00:00,31.4,13.8,26.4,0.0
698461,BEN,19245.0,50.74,32.54,2228.0,2018-05-26 00:00:00,,,20.0,0.1
699887,BIDEH,19563.0,51.686907,30.934418,2307.0,2021-10-28 00:00:00,19.3,3.1,11.2,
700136,BIJAR,40748.0,47.62111111,35.88694444,1883.0,2000-01-01 00:00:00,11.8,-1.6,5.2,0.0
708365,BILEHSOWAR,99202.0,48.31916667,39.365,101.4,2004-01-01 00:00:00,9.0,0.8,4.8,0.0
715133,BIRJAND,40809.0,59.2831,32.8906,1491.0,2000-01-01 00:00:00,18.8,-2.8,7.2,0.0
723362,BIYARJOMAND,40742.0,55.8053,36.0856,1099.3,2000-01-01 00:00:00,15.6,-1.6,7.5,0.0
731591,BLAVETAREH,19123.0,46.8,33.68,929.0,2001-02-01 00:00:00,12.4,-1.4,5.5,
739183,BOJNOORD,18166.0,57.32,37.47,1101.0,2017-01-01 00:00:00,13.8,-0.3,6.75,
740305,BOJNURD,40723.0,57.30333333,37.48722222,1065.0,2000-01-01 00:00:00,14.0,-2.2,4.4,0.0
748534,BOLDAJI,19418.0,51.15,31.86,2247.0,2003-01-01 00:00:00,3.8,-5.0,-0.6,
754309,BOLDAJI,99523.0,51.06,31.93,2432.0,2018-10-23 00:00:00,,,5.7,
756085,BONAB,99239.0,46.05166667,37.37027778,1281.0,2000-01-01 00:00:00,10.4,-7.6,2.6,0.0
764253,BORAZJAN,19753.0,51.2167,29.2667,65.0,2000-01-01 00:00:00,25.8,7.4,16.6,
766475,BORAZJAN,99600.0,51.16666667,29.25,89.9,2006-03-01 00:00:00,31.8,13.4,24.6,0.0
772994,BORAZJAN UNIVERSITY AGRICULTUIRE,19779.0,51.14,29.13,92.0,2022-06-23 00:00:00,,,,
773014,BORDEKHOON,19892.0,51.4833,28.8333,28.0,2001-04-01 00:00:00,33.0,16.6,24.8,
773989,BORDEKHOON,19880.0,51.45,28.03,12.0,2022-06-23 00:00:00,,,,
774009,BOROUJERD (PADEGAN),19070.0,48.6333,33.9,1931.0,2000-01-01 00:00:00,12.5,-9.5,1.5,
774160,BORUJEN,99459.0,51.29888889,31.97888889,2260.0,2000-01-01 00:00:00,12.6,-8.8,3.4,0.0
782389,BORUJERD,40774.0,48.7575,33.915,1629.0,2000-01-01 00:00:00,15.4,0.6,6.9,0.0
790618,BORZOL ABAD,18203.0,57.92,37.38,1187.0,2013-01-01 00:00:00,-1.2,-13.6,-7.4,
792096,BOSHRUYEH,99407.0,57.43333333,33.86666667,879.0,2000-01-01 00:00:00,17.6,0.0,8.9,0.0
800319,BOSTAN,40810.0,48.01,31.70777778,7.8,2000-01-01 00:00:00,23.0,5.0,12.9,0.0
808548,BOSTANABAD,99248.0,46.84388889,37.85194444,1736.0,2006-01-01 00:00:00,0.0,-15.0,-6.9,0.0
814585,BOYIN-MIYANDASHT,19208.0,50.1667,33.0833,2412.0,2019-06-17 00:00:00,28.4,,,
815697,BOYIN-ZAHRA,18685.0,50.0667,35.7667,1282.0,2003-01-01 00:00:00,9.0,-5.0,2.0,
817096,BUINZAHRA,99327.0,50.06722222,35.77361111,1282.0,2006-12-01 00:00:00,8.2,0.2,4.0,0.0
822799,BUKAN,99332.0,46.23166667,36.52666667,1386.1,2005-01-01 00:00:00,4.8,-8.0,-1.8,0.0
829201,BUSHEHR (AIRPORT),40858.0,50.8192,28.9631,6.0,2000-01-01 00:00:00,21.0,10.0,15.3,0.0
837430,BUSHEHR (COASTAL),40857.0,50.82111111,28.90388889,5.0,2000-01-01 00:00:00,20.6,12.0,16.3,0.0
845629,CHADEGAN,99452.0,50.6497,32.75,2175.0,2015-07-22 00:00:00,,,18.6,2.5
848149,CHADEGAN-FARIDAN,19258.0,50.6167,32.7667,2156.0,2000-01-01 00:00:00,,-7.6,,
853681,CHAHBAHAR,40898.0,60.6506,25.2806,8.0,2000-01-01 00:00:00,26.2,15.0,21.6,0.0
861910,CHAHKOOTAH (TASBIT E SHEN),19799.0,51.09,29.03,30.0,2000-01-01 00:00:00,26.8,4.4,15.6,
868764,CHALDORAN,99209.0,44.40666667,39.06027778,1888.5,2004-01-01 00:00:00,-6.4,-11.4,-9.4,0.0
875532,CHAMESTAN,18430.0,52.02,36.48,73.0,2012-01-01 00:00:00,11.5,-1.4,5.05,
878786,CHANDAB PAKDASHT,18801.0,51.9331,35.4167,1177.0,2004-01-01 00:00:00,7.2,-0.5,3.35,
881622,CHAROYMAQ,99283.0,46.9667,37.1331,1302.0,2015-12-16 00:00:00,,,-12.2,
884023,CHAVARZAGH,18285.0,48.78,36.99,481.0,2019-05-06 00:00:00,31.2,,23.2,
885126,CHDOORMALU,19344.0,55.52,32.31,1374.0,2000-01-01 00:00:00,15.5,5.4,10.45,
892860,CHEHEL-DOKHTAR,18357.0,55.3,36.7333,1520.0,2000-01-01 00:00:00,18.0,3.5,10.75,
894807,CHESHME BONAB,19622.0,53.24,30.27,1929.0,2000-01-01 00:00:00,15.0,-5.6,4.7,
902102,CHESHMEH-ZIARATGAH,19740.0,60.4833,29.45,1795.0,2012-01-01 00:00:00,7.5,,,
902879,CHESKIN,18700.0,49.8667,35.75,1323.0,2007-01-01 00:00:00,5.0,-12.0,-3.5,
904965,CHITGAR,99320.0,51.16666667,35.73333333,1305.0,2000-01-01 00:00:00,17.4,6.0,12.9,0.0
912840,CHUPANAN,99473.0,54.37833333,33.61111111,896.3,2006-09-01 00:00:00,37.0,23.8,31.9,0.0
917909,CICHALDIZIN,18592.0,51.43,36.03,3328.0,2018-04-29 00:00:00,,3.4,3.4,
918723,DAHAGHAN,18162.0,51.64,31.93,2060.0,2021-12-29 00:00:00,7.0,0.9,3.95,
918919,DAMANEH-FARIDAN,19225.0,50.4833,33.0167,2300.0,2000-01-01 00:00:00,12.6,-9.0,1.8,
923144,DAMAVAND,99369.0,52.052512,35.715778,2051.0,2009-01-01 00:00:00,3.2,-2.1,1.5,9.9
928079,DAMGHAN,18530.0,54.3167,36.2167,1170.0,2000-01-01 00:00:00,14.5,0.0,7.25,
928656,DAMGHAN,40761.0,54.32277778,36.14944444,1155.4,2002-05-01 00:00:00,20.6,12.6,16.7,0.0
936034,DANDI,18409.0,47.62,36.55,1584.0,2018-10-03 00:00:00,30.6,,27.4,
937407,DANESHGAH AZAD,19011.0,47.02,34.28,1485.0,2011-06-01 00:00:00,35.8,13.3,24.55,
940648,DANESHGAH BAHONAR,19632.0,57.12,30.23,1770.0,2019-01-16 00:00:00,20.6,,14.9,
941087,DANESHGAHBUALI,18920.0,48.48,34.8,1834.0,2019-04-24 00:00:00,8.8,,5.1,
942257,DANESHGAHE MOLASANY,19456.0,48.8667,31.6,30.0,2000-01-01 00:00:00,18.0,5.0,11.5,
946786,DANESHGAHKORDESTAN,18842.0,47.0,35.27,0.0,2022-06-23 00:00:00,,,,
946806,DANESHGAHNAZLUORUMIYE,99256.0,44.96,37.65,1363.0,2016-07-25 00:00:00,,,24.6,0.0
948984,DANESHGAH SHAHID CHAMRAN,19514.0,48.6667,31.3333,20.0,2000-01-01 00:00:00,22.0,6.0,14.0,
953683,DANESHGAH ZANJAN,18365.0,48.4,36.68,1579.0,2003-01-01 00:00:00,7.0,-1.4,2.8,
955068,DANESHGA ZANJAN,99312.0,48.39,36.68,1579.0,2018-11-17 00:00:00,,,11.5,0.01
956189,DANESHKADEHKESHAVARZEI SARI,18371.0,53.00666667,36.65,-15.0,2003-01-01 00:00:00,16.8,1.5,9.15,
960794,DARAN,40787.0,50.36666667,32.96666667,2290.0,2000-01-01 00:00:00,13.8,-4.4,3.2,0.0
969023,DAREGAZ,40807.0,59.06666667,37.46666667,514.0,2008-01-01 00:00:00,5.0,-5.0,0.6,0.0
974330,DARGAZIN-HAMEDAN,18817.0,49.0667,35.35,1840.0,2000-01-01 00:00:00,14.5,-7.5,3.5,
978246,DARGIR,19931.0,56.3333,27.3,92.0,2000-01-01 00:00:00,28.6,10.4,19.5,
981628,DARMIAN,99442.0,60.02,32.92,1500.0,2017-11-26 00:00:00,11.6,-2.1,3.9,0.0
983317,DARREHSHAHR,40842.0,47.4075,33.13722222,670.0,2002-09-04 00:00:00,42.4,,39.7,
990566,DARYACHE NAMAK,19607.0,48.1,30.43,4.0,2004-01-01 00:00:00,16.0,10.4,13.2,
996882,DASHT,18224.0,56.0,37.31,1008.0,2001-01-01 00:00:00,12.0,-9.0,1.5,
1000119,DASHTE NAMDAN,19577.0,52.52,30.84,2375.0,2012-01-01 00:00:00,13.0,-0.8,6.1,
1003960,DASHT GOLESTAN (KALPOUSH),18222.0,56.0167,37.2831,1000.0,2000-01-01 00:00:00,17.0,-8.0,4.5,
1008586,DASHT KHAK,19554.0,56.55,31.07,2300.0,2019-12-04 00:00:00,10.4,,2.9,
1009450,DASTGERD-SHAHROOD,18570.0,56.1,36.1333,985.0,2001-01-01 00:00:00,10.0,-2.0,4.0,
1011121,DASTJERD,18958.0,50.21,34.57,1895.0,2018-04-29 00:00:00,,8.5,8.8,
1012551,DAYHOOK,19185.0,57.51,33.28,1338.0,2007-01-01 00:00:00,3.8,-3.6,0.1,
1017073,DEABAL KHAZAEE,19551.0,48.58,31.13,7.0,2001-03-01 00:00:00,28.0,10.5,19.25,
1021997,DEHAGH,99484.0,50.97555556,33.0975,1946.7,2016-08-07 00:00:00,33.6,14.9,25.6,0.0
1024155,DEHAGH,19205.0,50.97,33.08,1960.0,2002-06-01 00:00:00,29.6,12.0,20.8,
1030315,DEHCHENAR,19564.0,56.9,31.4,1660.0,2000-01-01 00:00:00,13.5,3.5,8.5,
1032288,DEHDASHT,40838.0,50.58638889,30.78833333,793.3,2006-09-01 00:00:00,41.4,23.8,35.4,0.0
1037666,DEHDEZ,99527.0,50.28138889,31.70833333,1457.0,2005-01-01 00:00:00,16.0,3.4,9.8,0.0
1044068,DEHGOLAN,18833.0,47.42,35.28,1815.0,2015-01-01 00:00:00,11.0,-8.0,1.5,
1046488,DEHKHODA,,48.88,28.17,18.0,2012-01-01 00:00:00,20.4,11.4,15.9,
1047339,DEHLORAN,40796.0,47.28111111,32.68055556,232.0,2000-01-01 00:00:00,22.0,9.6,16.5,0.0
1055567,DEHNOW FATHOLMOBIN,19859.0,57.7,28.33,555.0,2000-01-01 00:00:00,22.5,6.0,14.25,
1063061,DEHRAM (DEJGAH),19894.0,52.309506,28.489478,411.0,2018-08-06 00:00:00,49.2,,42.7,
1063411,DEHSALAM,99536.0,59.3167,31.1997,815.0,2011-11-23 00:00:00,,,19.2,
1065045,DEHSEYF ZIYARATGAH,19602.0,57.82,30.57,353.0,2000-02-01 00:00:00,23.0,1.0,12.0,
1072456,DELGAN,40885.0,59.45,27.48333333,391.0,2016-11-26 00:00:00,18.4,5.9,11.9,0.0
1073956,DELIJAN,99461.0,50.68611111,33.97722222,1524.3,2003-01-01 00:00:00,9.8,-3.0,4.5,0.0
1081089,DEYLAMAN,99302.0,49.91,36.88583333,1447.6,2007-01-01 00:00:00,2.2,-8.2,-3.0,0.01
1086734,DEZFUL (AIRPORT),40795.0,48.3831,32.3994,143.0,2000-01-01 00:00:00,23.0,5.0,12.8,0.0
1091979,DOAB SAMSAMI,19350.0,50.29,32.17,2064.0,2019-12-04 00:00:00,6.5,,0.9,
1092913,DOGONBADAN,40835.0,50.81916667,30.34611111,726.0,2000-01-01 00:00:00,25.2,4.0,14.4,0.0
1101083,DOLATABAD,19254.0,51.7,32.81,1560.0,2018-10-07 00:00:00,21.6,,,
1102435,DOODAHAK (ABBASABAD-GHOM),19023.0,50.5667,34.1494,1400.0,2001-01-01 00:00:00,11.5,0.0,5.75,
1106535,DOROH,19263.0,60.5,32.3,1169.0,2020-10-31 00:00:00,24.7,7.7,16.2,
1107124,DORUD,99444.0,49.00444444,33.52361111,1522.3,2000-01-01 00:00:00,16.2,1.2,8.6,0.0
1115353,DORUDZAN,40844.0,52.42138889,30.20611111,1642.0,2000-01-01 00:00:00,16.4,3.6,9.6,0.0
1123582,DORZ AND SAYEBAN LAR,19905.0,55.42,27.86,706.0,2000-02-01 00:00:00,20.6,5.0,12.8,
